Course Name,University,Aptitude Score,Family_Income,Parental_Education_Level,Previous Score,Extracurricular activity,Difficulty Level,Course rating
Build a Deep Learning Based Image Classifier with R,Coursera Project Network,81,Medium,Postgraduate,66,No,Beginner,4.6
Agile Projects: Creating User Stories with Value in Taiga,Coursera Project Network,51,Medium,Postgraduate,69,No,Beginner,4.9
Hyperparameter Tuning with Neural Network Intelligence,Coursera Project Network,65,Low,High School,61,Yes,Beginner,4.8
Discounted Cash Flow Modeling,Coursera Project Network,52,Medium,College,64,No,Intermediate,4.4
Images and Links in HTML,Coursera Project Network,83,High,Postgraduate,69,Yes,Beginner,4.7
Analyze Text Data with Yellowbrick,Coursera Project Network,98,Low,High School,68,No,Beginner,4.5
Draw Insights with Crosstabs Reports in Google Sheets,Coursera Project Network,67,Low,College,68,Yes,Beginner,4.3
Class Creation in Object Oriented Python,Coursera Project Network,79,Medium,Postgraduate,66,Yes,Beginner,4.5
Building an Ecosystem model with Insight Maker,Coursera Project Network,92,Medium,High School,61,Yes,Beginner,4.8
Create Employee Management System with When I Work,Coursera Project Network,59,Medium,High School,67,Yes,Beginner,4.6
Web Application Security Testing with OWASP ZAP,Coursera Project Network,50,Medium,High School,65,No,Beginner,4.2
TensorFlow for AI: Get to Know Tensorflow,Coursera Project Network,83,Medium,High School,67,No,Advanced,4.7
Create UI in Unity Part 1 - Screen Overlay Canvas,Coursera Project Network,73,High,College,61,Yes,Advanced,4.8
Create Power-Ups and Obstacles with C# in Unity,Coursera Project Network,62,Medium,High School,69,No,Beginner,4.6
Intro to Scheduling with When I Work,Coursera Project Network,50,High,College,70,No,Beginner,4.6
Image Compression and Generation using Variational Autoencoders in Python,Coursera Project Network,94,High,College,67,No,Beginner,4.7
Optimize TensorFlow Models For Deployment with TensorRT,Coursera Project Network,97,Medium,College,75,Yes,Advanced,4.7
Visual Machine Learning with Yellowbrick,Coursera Project Network,55,Medium,College,59,No,Beginner,4.7
Create a Memory Puzzle Game in Python Using Pygame,Coursera Project Network,90,High,High School,63,No,Beginner,4.3
Tableau Public for Project Management and Beyond,Coursera Project Network,61,High,College,70,No,Intermediate,4.8
Creating Custom Callbacks in Keras,Coursera Project Network,89,Low,High School,66,Yes,Beginner,4.7
Create an FPS Weapon in Unity (Part 2 - Firing Effects),Coursera Project Network,93,High,College,68,Yes,Advanced,Not Calibrated
Performing Data Definition and Manipulation in SQL,Coursera Project Network,83,Medium,High School,65,No,Beginner,4.7
Compare time series predictions of COVID-19 deaths,Coursera Project Network,56,Low,College,84,Yes,Beginner,5
Scheduling Selenium TestNG tests via Jenkins CI/CD tool,Coursera Project Network,93,Medium,Postgraduate,75,Yes,Beginner,4.1
Build a Simple App in Android Studio with Java,Coursera Project Network,98,Medium,Postgraduate,67,No,Beginner,4.4
Create Interactive Dashboards with Streamlit and Python,Coursera Project Network,74,High,College,70,No,Beginner,4.7
Build A Google Firebase Web App (Part II),Coursera Project Network,88,Low,College,63,No,Advanced,4.6
Getting Started with R,Coursera Project Network,90,Medium,High School,69,No,Advanced,4.3
JavaScript Strings: Properties and Methods,Coursera Project Network,81,Medium,College,71,Yes,Beginner,5
"Java Inheritance, Composition and Aggregation",Coursera Project Network,51,Low,Postgraduate,64,No,Beginner,5
"Element, Class, and ID Selectors in CSS",Coursera Project Network,95,Low,High School,65,Yes,Beginner,4.7
TensorFlow for AI: Computer Vision Basics,Coursera Project Network,90,Low,High School,67,No,Advanced,4.3
Conduct Sales Projections with Seasonality in Google Sheets,Coursera Project Network,85,Medium,High School,63,Yes,Beginner,4.9
Predict Sales Revenue with scikit-learn,Coursera Project Network,82,Medium,High School,70,Yes,Beginner,4.5
Python Basics: Create a Guessing Number Game from Scratch,Coursera Project Network,74,High,Postgraduate,66,Yes,Beginner,4.7
RESTful API with HTTP and JavaScript,Coursera Project Network,85,Low,High School,68,No,Beginner,4.2
Create a Google Ads Search Campaign,Coursera Project Network,55,Low,College,63,Yes,Beginner,4.8
Transfer Learning for Food Classification,Coursera Project Network,89,Low,High School,68,No,Beginner,4.7
Detecting COVID-19 with Chest X-Ray using PyTorch,Coursera Project Network,89,Low,High School,69,No,Beginner,4.6
Mining Quality Prediction Using Machine & Deep Learning,Coursera Project Network,66,High,High School,67,No,Beginner,4.8
Build a Firebase Android Application,Coursera Project Network,73,Medium,College,69,No,Advanced,4.3
Plots (Graphics) in R,Coursera Project Network,75,Low,High School,67,Yes,Beginner,4.3
Evaluate Machine Learning Models with Yellowbrick,Coursera Project Network,99,Medium,High School,69,Yes,Beginner,4.8
Create Your First Python Program,Coursera Project Network,64,Medium,College,66,No,Beginner,4.6
"Javascript animation for websites, storytelling, data visualization and games",Coursera Project Network,87,Medium,High School,65,No,Beginner,4.2
Computer Vision: Neural Transfer Style & Green Screen Effect,Coursera Project Network,51,Medium,High School,67,No,Beginner,4.2
Predict Ideal Diamonds over Good Diamonds using a Random Forest using R,Coursera Project Network,100,High,High School,68,No,Beginner,4.8
Create Custom Layers in Keras,Coursera Project Network,90,High,High School,67,Yes,Beginner,4.6
Optimization of Topic Models using Grid Search Method,Coursera Project Network,99,Low,College,72,No,Beginner,4.3
Plots (Graphics) for Data Science,Coursera Project Network,66,Low,High School,69,Yes,Beginner,4.2
Introduction to Natural Language Processing in Python,Coursera Project Network,52,Medium,College,66,Yes,Beginner,3.5
Predicting Salaries with Simple Linear Regression in R,Coursera Project Network,56,Low,High School,67,Yes,Beginner,4.3
Create your first test automation script - Selenium and C#,Coursera Project Network,54,High,Postgraduate,68,No,Beginner,Not Calibrated
"Machine Learning: Predict Numbers from Handwritten Digits using a Neural Network, Keras, and R",Coursera Project Network,96,High,College,67,Yes,Beginner,4.4
Creating a Customer Service Survey Using Google Forms,Coursera Project Network,51,Medium,High School,69,Yes,Beginner,5
Gmail: The Foundation To Accessing Google Apps,Coursera Project Network,57,Low,College,69,Yes,Beginner,4.6
Create a Google Ads Video Campaign,Coursera Project Network,68,Low,High School,62,Yes,Advanced,5
Simple Recurrent Neural Network with Keras,Coursera Project Network,71,Low,High School,68,Yes,Advanced,4.5
Spreadsheets for Beginners using Google Sheets,Coursera Project Network,83,Low,College,71,Yes,Beginner,4.7
Building a Business Presence With Facebook Marketing,Coursera Project Network,82,Low,College,66,No,Beginner,4.8
Build an App in Android Studio using Static Files,Coursera Project Network,74,Low,High School,64,Yes,Beginner,4.1
Build Multilayer Perceptron Models with Keras,Coursera Project Network,76,Medium,College,68,No,Beginner,4.6
Docker Essentials & Building a Containerized Web Application,Coursera Project Network,53,High,Postgraduate,70,Yes,Beginner,4.8
Build a Machine Learning Web App with Streamlit and Python,Coursera Project Network,80,Medium,High School,73,Yes,Beginner,4.7
Python Geospatial Data Analysis,Coursera Project Network,61,Medium,High School,68,Yes,Beginner,4
Getting Started with Blazor WASM,Coursera Project Network,80,Low,Postgraduate,75,Yes,Beginner,4.8
Building Smart Business Assistants with IBM Watson,Coursera Project Network,56,Low,High School,68,Yes,Beginner,4.7
Introduction to Pointers and Memory Management in C/C++,Coursera Project Network,67,Medium,High School,69,Yes,Beginner,4.3
Using Seesaw for Student Learning,Coursera Project Network,89,Low,College,63,Yes,Beginner,4.9
Enhancing Communication with Remind,Coursera Project Network,67,High,Postgraduate,66,Yes,Beginner,4.9
Git + GitHub for Open Source Collaboration,Coursera Project Network,88,Medium,Postgraduate,71,No,Intermediate,4.1
Create a text adventure game with Ink,Coursera Project Network,65,Medium,Postgraduate,68,No,Beginner,4.5
Make Your Pick-Ups Look Cool in Unity (Intro to Animation 1),Coursera Project Network,95,Medium,High School,67,No,Beginner,4.4
Stock Analysis: Create a Buy Signal Filter using R and the Quantmod Package,Coursera Project Network,62,Medium,High School,65,Yes,Beginner,4.7
Implementing Parent Feedback with Google Forms,Coursera Project Network,76,Medium,College,63,No,Beginner,4.9
Perform Real-Time Object Detection with YOLOv3,Coursera Project Network,90,High,High School,71,Yes,Conversant,3.1
Getting Started with Azure DevOps Boards,Coursera Project Network,52,Low,College,62,Yes,Beginner,4.8
A Start Guide: Product Marketing Using G Suite,Coursera Project Network,86,Medium,High School,69,Yes,Beginner,4.7
Brand Marketing and SEO Tools using Wix,Coursera Project Network,91,Medium,Postgraduate,71,Yes,Beginner,4.6
Product Development: Customer Journey Mapping with Miro,Coursera Project Network,95,Medium,High School,62,Yes,Beginner,4.9
Create Your First Multithreaded Application in Java,Coursera Project Network,75,Low,College,70,No,Beginner,4.5
CSS Animated Components with ReactJS,Coursera Project Network,75,High,College,73,Yes,Beginner,4.8
Introduction to Line Balancing Using Precedence Diagram,Coursera Project Network,62,Low,High School,65,Yes,Beginner,4.6
Manipulate Object Properties with C# in Unity,Coursera Project Network,98,Medium,High School,68,Yes,Beginner,4.9
Interactive Word Embeddings using Word2Vec and Plotly,Coursera Project Network,84,Low,Postgraduate,71,Yes,Beginner,4.8
Change Leadership: Developing Strategic Gap Analysis in Miro,Coursera Project Network,57,Low,High School,62,No,Advanced,4.9
Process Improvement: a Kaizen Event with Google Slides,Coursera Project Network,91,Medium,College,65,No,Beginner,4.6
Performing Data Aggregation using SQL Aggregate Functions,Coursera Project Network,52,High,College,64,Yes,Intermediate,4.8
Using TensorFlow with Amazon Sagemaker,Coursera Project Network,73,Low,High School,72,Yes,Beginner,4.7
COVID19 Data Analysis Using Python,Coursera Project Network,76,Medium,Postgraduate,64,Yes,Beginner,4.5
Image Processing with Python,Coursera Project Network,73,Medium,High School,62,Yes,Beginner,4.2
Terraform Basics: Automate Provisioning of AWS EC2 Instances,Coursera Project Network,94,Low,Postgraduate,70,Yes,Intermediate,5
COVID19 Data Visualization Using Python,Coursera Project Network,77,Low,College,66,Yes,Beginner,4.5
Getting Started with Linux Terminal,Coursera Project Network,60,Medium,Postgraduate,68,Yes,Advanced,5
Create and Format a Basic Document with LibreOffice Writer,Coursera Project Network,87,Medium,College,74,Yes,Beginner,4.8
Create a Resume and Cover Letter with Google Docs,Coursera Project Network,99,Low,High School,73,Yes,Beginner,4.6
Multiple Linear Regression with scikit-learn,Coursera Project Network,68,Medium,High School,65,Yes,Beginner,4.5
Scrum Team Building Using Games and Interactive Tools,Coursera Project Network,75,Low,High School,66,Yes,Advanced,4.6
Run a Sparkline Trend Analysis in Google Sheets,Coursera Project Network,62,High,Postgraduate,65,Yes,Beginner,5
Build a Relative Layout App in Android Studio,Coursera Project Network,75,High,High School,68,Yes,Beginner,4.5
Learn Javascript with zero prior programming experience,Coursera Project Network,73,Low,High School,62,No,Advanced,4
Creating a Student Profile in Google Docs,Coursera Project Network,95,Medium,College,68,Yes,Beginner,4.8
Handling Imbalanced Data Classification Problems,Coursera Project Network,56,Low,Postgraduate,69,Yes,Beginner,4.7
Utilize LinkedIn for Career Search,Coursera Project Network,95,Low,High School,69,Yes,Conversant,4.6
Programming a Quantum Computer with Qiskit - IBM SDK,Coursera Project Network,77,Low,High School,65,Yes,Beginner,4.4
Project Management: Creating the Precedence Network Diagram,Coursera Project Network,73,Medium,College,65,No,Beginner,4
Create a Debt-Reduced Worksheet in Google Sheets,Coursera Project Network,64,Medium,Postgraduate,70,No,Conversant,Not Calibrated
Sentiment Analysis with Deep Learning using BERT,Coursera Project Network,60,Medium,High School,67,Yes,Beginner,4.3
Create a Coin Pick-Up and Spending Mechanics in Unity,Coursera Project Network,98,High,High School,69,Yes,Advanced,Not Calibrated
Position Elements on a Page with CSS,Coursera Project Network,71,Low,High School,67,No,Beginner,4.5
Leveraging Mentions and Threads in Slack,Coursera Project Network,78,Medium,High School,68,No,Beginner,4.9
Build Data Analysis tools using R and DPLYR,Coursera Project Network,98,Low,College,67,No,Advanced,4.5
Using probability distributions for real world problems in R,Coursera Project Network,55,High,Postgraduate,66,No,Beginner,4.8
Anomaly Detection in Time Series Data with Keras,Coursera Project Network,61,High,Postgraduate,65,No,Beginner,3.9
Create Infographics using Piktochart,Coursera Project Network,79,High,Postgraduate,65,No,Beginner,4.4
Build CRUD REST API in Django,Coursera Project Network,68,Low,Postgraduate,67,No,Intermediate,5
Analyze Box Office Data with Plotly and Python,Coursera Project Network,64,Medium,Postgraduate,70,No,Beginner,4.5
Advanced SQL Retrieval Queries in SQLiteStudio,Coursera Project Network,63,Low,College,67,Yes,Beginner,4.6
Using Descriptive Statistics to Analyze Data in R,Coursera Project Network,58,High,High School,71,No,Beginner,4.5
Avoid Overfitting Using Regularization in TensorFlow,Coursera Project Network,74,Medium,High School,67,Yes,Beginner,4.8
Using Shiny to Plot Differential Gene Expression,Coursera Project Network,77,Medium,College,66,Yes,Beginner,4.4
Principal Component Analysis with NumPy,Coursera Project Network,86,Low,High School,63,Yes,Beginner,4.6
Compose and Program Music in Python using Earsketch,Coursera Project Network,68,Medium,High School,58,No,Beginner,4.4
"Concepts in Python: Loops, Functions and Returns",Coursera Project Network,91,Medium,High School,68,Yes,Beginner,4.8
Create a Python Application using MySQL,Coursera Project Network,94,Medium,Postgraduate,64,Yes,Beginner,4.4
Building a Text-Based Bank in Java,Coursera Project Network,65,Low,Postgraduate,69,Yes,Beginner,4.5
Build a Persistent Storage App in Android Studio,Coursera Project Network,87,Medium,High School,70,Yes,Beginner,4.4
Tweet Emotion Recognition with TensorFlow,Coursera Project Network,86,Low,College,63,No,Beginner,4.9
